cat	SCALERANK	NATSCALE	LABELRANK	FEATURECLA	NAME	NAMEPAR	NAMEALT	DIFFASCII	NAMEASCII	ADM0CAP	CAPIN	WORLDCITY	MEGACITY	SOV0NAME	SOV_A3	ADM0NAME	ADM0_A3	ADM1NAME	ISO_A2	NOTE	LATITUDE	LONGITUDE	CHANGED	NAMEDIFF	DIFFNOTE	POP_MAX	POP_MIN	POP_OTHER	RANK_MAX	RANK_MIN	GEONAMEID	MEGANAME	LS_NAME	LS_MATCH	CHECKME	MAX_POP10	MAX_POP20	MAX_POP50	MAX_POP300	MAX_POP310	MAX_NATSCA	MIN_AREAKM	MAX_AREAKM	MIN_AREAMI	MAX_AREAMI	MIN_PERKM	MAX_PERKM	MIN_PERMI	MAX_PERMI	MIN_BBXMIN	MAX_BBXMIN	MIN_BBXMAX	MAX_BBXMAX	MIN_BBYMIN	MAX_BBYMIN	MIN_BBYMAX	MAX_BBYMAX	MEAN_BBXC	MEAN_BBYC	COMPARE	GN_ASCII	FEATURE_CL	FEATURE_CO	ADMIN1_COD	GN_POP	ELEVATION	GTOPO30	TIMEZONE	GEONAMESNO	UN_FID	UN_ADM0	UN_LAT	UN_LONG	POP1950	POP1955	POP1960	POP1965	POP1970	POP1975	POP1980	POP1985	POP1990	POP1995	POP2000	POP2005	POP2010	POP2015	POP2020	POP2025	POP2050	CITYALT	min_zoom	wikidataid	wof_id	CAPALT	name_en	name_de	name_es	name_fr	name_pt	name_ru	name_zh	label	name_ar	name_bn	name_el	name_hi	name_hu	name_id	name_it	name_ja	name_ko	name_nl	name_pl	name_sv	name_tr	name_vi	wdid_score	ne_id
3465	7	20	7	Admin-1 capital	Zamora			0	Zamora	0.0		0.0	0	Ecuador	ECU	Ecuador	ECU	Zamora Chinchipe	EC		-4.06958494173	-78.9699965838	0.0	0		15276	7887	214947	6	5	3649959.0		Zamora2	1	0	7887.0	7887.0	0.0	0.0	0.0	20.0	4.0	4.0	2.0	2.0	9.0	9.0	6.0	6.0	-78.96666667	-78.96666667	-78.94166667	-78.94166667	-4.075	-4.075	-4.05833333	-4.05833333	-78.9525	-4.06583333	0	Zamora	P	PPL	20.0	15276.0	0.0	984.0	America/Guayaquil	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.7	Q2283736	421176325.0	0	Zamora	Zamora	Zamora	Zamora	Zamora		薩莫拉		محافظة زامورا						Zamora	サモーラ	사모라	Zamora	Zamora	Zamora			4	1159139927
3466	7	20	7	Admin-1 capital	Latacunga		La Tacunga	0	Latacunga	0.0		0.0	0	Ecuador	ECU	Ecuador	ECU	Cotopaxi	EC		-0.92956988638	-78.60996688	0.0	0		94972	51717	110533	8	8	3654870.0		Latacunga	1	0	94972.0	94972.0	0.0	0.0	0.0	20.0	32.0	32.0	13.0	13.0	48.0	48.0	30.0	30.0	-78.65	-78.65	-78.59166667	-78.59166667	-0.98333333	-0.98333333	-0.88333333	-0.88333333	-78.61885965	-0.92236842	0	Latacunga	P	PPL	7.0	51717.0	0.0	2759.0	America/Guayaquil	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		8.0	Q379338	421175581.0	0	Latacunga	Latacunga	Latacunga	Latacunga	Latacunga	Латакунга	拉塔昆加		لاتاكونغا	লতাকুঙ্গা	Λατακούνγκα	लाटुकांगा	Latacunga	Latacunga	Latacunga	ラタクンガ	라타쿵가	Latacunga	Latacunga	Latacunga	Latacunga	Latacunga	4	1159139931
3467	7	20	7	Populated place	Milagro			0	Milagro	0.0		0.0	0	Ecuador	ECU	Ecuador	ECU	Guayas	EC		-2.17962278352	-79.5999839698	0.0	0		109970	897	0	9	2	-1.0		Milagro	1	0	897.0	109970.0	0.0	0.0	0.0	20.0	1.0	46.0	0.0	18.0	4.0	48.0	2.0	30.0	-79.61666667	-79.6	-79.59166667	-79.53333333	-2.19166667	-2.175	-2.16666667	-2.1	-79.58804012	-2.15308642	0				0.0	0.0	0.0	0.0		No GeoNames match due to small population, not in GeoNames, or poor NEV placement.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.7	Q773238	1141907575.0	0	Milagro		Milagro	San Francisco de Milagro	Milagro	Милагро	米拉格羅		ميلاغرو	মিলাগ্রো	Μιλάγκρο	मिलाग्रो		Milagro	Milagro	ミラグロ	밀라그로	Milagro	Milagro	Milagro	Milagro	Milagro	4	1159139935
3468	7	20	7	Admin-1 capital	Babahoyo			0	Babahoyo	0.0		0.0	0	Ecuador	ECU	Ecuador	ECU	Los Rios	EC		-1.79959430045	-79.5400134702	0.0	0		76279	43467	43953	8	7	3660418.0		Babahoyo	1	0	43467.0	43467.0	0.0	0.0	0.0	20.0	26.0	26.0	10.0	10.0	39.0	39.0	24.0	24.0	-79.55	-79.55	-79.475	-79.475	-1.81666667	-1.81666667	-1.75833333	-1.75833333	-79.51861111	-1.79666667	0	Babahoyo	P	PPL	13.0	76279.0	0.0	55.0	America/Guayaquil	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		8.0	Q797568	421176343.0	0	Babahoyo	Babahoyo	Babahoyo	Babahoyo	Babahoyo	Бабаойо	巴巴奧約		باباويو	বাবাহোয়ো	Μπαμπαόγιο	बाबाओयो		Babahoyo	Babahoyo	ババオヨ	바바오요	Babahoyo	Babahoyo	Babahoyo	Babahoyo	Babahoyo	4	1159139939
3469	7	20	7	Populated place	Chone			0	Chone	0.0		0.0	0	Ecuador	ECU	Ecuador	ECU	Manabi	EC		-0.68958453482	-80.090005739	0.0	0		44751	36007	0	7	7	3659139.0		Chone	1	0	36007.0	36007.0	0.0	0.0	0.0	20.0	13.0	13.0	5.0	5.0	20.0	20.0	13.0	13.0	-80.125	-80.125	-80.05833333	-80.05833333	-0.70833333	-0.70833333	-0.68333333	-0.68333333	-80.09416667	-0.6975	0	Chone	P	PPL	14.0	44751.0	0.0	127.0	America/Guayaquil	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		8.0	Q2756591	421176331.0	0	Chone		Chone	Chone	Chone		喬內		تشوني						Chone	チョネ		Chone		Chone			4	1159139945
3470	7	20	7	Populated place	Jipijapa			0	Jipijapa	0.0		0.0	0	Ecuador	ECU	Ecuador	ECU	Manabi	EC		-1.34959592805	-80.58000167	0.0	0		35901	21581	21581	7	7	3655446.0		Jipijapa	1	0	21581.0	21581.0	0.0	0.0	0.0	20.0	17.0	17.0	7.0	7.0	30.0	30.0	18.0	18.0	-80.60833333	-80.60833333	-80.56666667	-80.56666667	-1.36666667	-1.36666667	-1.29166667	-1.29166667	-80.58541667	-1.33791667	0	Jipijapa	P	PPL	14.0	35901.0	0.0	327.0	America/Guayaquil	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.7		421169113.0	0																							0	1159139949
3471	7	20	7	Populated place	Yaupi			0	Yaupi	0.0		0.0	0	Ecuador	ECU	Ecuador	ECU	Morona Santiago	EC		-2.85431028352	-77.9363387468	0.0	0		293	293	0	2	2	0.0		Yaupi	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0				0.0	0.0	0.0	0.0		No GeoNames match due to small population, not in GeoNames, or poor NEV placement.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		8.0	Q8050349	1141907577.0	0	Yaupi		Yaupi															Yaupi					4	1159139953
3472	7	20	7	Admin-1 capital	Macas			0	Macas	0.0		0.0	0	Ecuador	ECU	Ecuador	ECU	Morona Santiago	EC		-2.30958901073	-78.1199967872	0.0	0		23687	17601	17601	7	6	3654541.0		Macas	1	0	17601.0	17601.0	0.0	0.0	0.0	20.0	3.0	3.0	1.0	1.0	9.0	9.0	6.0	6.0	-78.125	-78.125	-78.10833333	-78.10833333	-2.31666667	-2.31666667	-2.29166667	-2.29166667	-78.11875	-2.30208333	0	Macas	P	PPL	15.0	23687.0	0.0	1217.0	America/Guayaquil	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		8.0	Q1014554	1141907579.0	0	Macas	Macas	Macas	Macas	Macas	Макас	馬卡斯		ماكاس	মাকাস	Μάκας	मैकस		Macas	Macas	マカス	마카스	Macas	Macas	Macas	Macas	Macas	4	1159139957
3473	7	20	7	Populated place	Cayambe			0	Cayambe	0.0		0.0	0	Ecuador	ECU	Ecuador	ECU	Pichincha	EC		0.05037029917	-78.1599943458	0.0	0		27881	26582	84	7	7	3659578.0		Cayambe	1	0	27881.0	27881.0	0.0	0.0	0.0	20.0	13.0	13.0	5.0	5.0	26.0	26.0	16.0	16.0	-78.15833333	-78.15833333	-78.13333333	-78.13333333	0.00833333	0.00833333	0.08333333	0.08333333	-78.14305556	0.04194444	0	Cayambe	P	PPL	18.0	26582.0	0.0	3011.0	America/Guayaquil	GeoNames match with ascii name + lat + long whole numbers.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.7	Q1051957	421169123.0	0	Cayambe	Cayambe	Cayambe	Cayambe	Cayambe		卡掦貝		كايامب، الاكوادور						Cayambe			Cayambe		Cayambe			4	1159139963
3474	7	20	7	Admin-1 capital	Ambato			0	Ambato	0.0		0.0	0	Ecuador	ECU	Ecuador	ECU	Napo	EC		-1.26960081086	-78.6199921078	0.0	0		281425	154369	304693	10	9	3660689.0		Ambato	1	5	281425.0	281425.0	0.0	0.0	0.0	20.0	119.0	119.0	46.0	46.0	116.0	116.0	72.0	72.0	-78.65833333	-78.65833333	-78.53333333	-78.53333333	-1.34166667	-1.34166667	-1.10020396	-1.10020396	-78.59995047	-1.25302206	0	Ambato	P	PPL	19.0	154369.0	0.0	2438.0	America/Guayaquil	GeoNames match with ascii name + lat + long whole numbers.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.7	Q210161	421169125.0	0	Ambato	Ambato	Ambato	Ambato	Ambato	Амбато	安巴托		أمباتو	আমাবাতো	Αμπάτο	एम्बाटो		Ambato	Ambato	アンバート	암바토	Ambato	Ambato	Ambato	Ambato	Ambato	4	1159139967
3475	7	20	7	Admin-1 capital	Tena			0	Tena	0.0		0.0	0	Ecuador	ECU	Ecuador	ECU	Tungurahua	EC		-0.97959267284	-77.8099898699	0.0	0		31126	17172	31126	7	6	3650721.0		Tena	1	5	31126.0	31126.0	0.0	0.0	0.0	20.0	14.0	14.0	5.0	5.0	18.0	18.0	11.0	11.0	-77.83333333	-77.83333333	-77.8	-77.8	-1.025	-1.025	-0.975	-0.975	-77.81302083	-0.9984375	0	Tena	P	PPL	23.0	17172.0	0.0	599.0	America/Guayaquil	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		8.0	Q994312	421201385.0	0	Tena	Tena	Tena	Tena	Tena	Тена	特納		تينا	টেনা	Τένα	टेना		Tena	Tena	テナ	테나	Tena	Tena	Tena	Tena	Tena	4	1159139971
3476	7	20	5	Populated place	Yarumal			0	Yarumal	0.0		0.0	0	Colombia	COL	Colombia	COL	Antioquia	CO		7.03059022921	-75.590487103	0.0	0		35315	35315	0	7	7	0.0		Yarumal	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0				0.0	0.0	0.0	0.0			0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.7	Q972405	1141907581.0	0	Yarumal	Yarumal	Yarumal	Yarumal	Yarumal	Ярумаль	亞魯馬爾		بلدية يارومال						Yarumal		야루말	Yarumal				Yarumal	4	1159139975
3477	7	20	5	Populated place	Puerto Berrío			0	Puerto Berrio	0.0		0.0	0	Colombia	COL	Colombia	COL	Antioquia	CO		6.48044293103	-74.4200159115	0.0	0		33983	32405	0	7	7	3671540.0		Puerto Berrio	1	1	32405.0	32405.0	0.0	0.0	0.0	20.0	8.0	8.0	3.0	3.0	17.0	17.0	10.0	10.0	-74.41666667	-74.41666667	-74.39166667	-74.39166667	6.45833333	6.45833333	6.50833333	6.50833333	-74.40666667	6.48666667	0	Puerto Berrio	P	PPL	2.0	33983.0	0.0	70.0	America/Bogota	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.7	Q1946640	421201241.0	0	Puerto Berrío	Puerto Berrío	Puerto Berrío	Puerto Berrío	Puerto Berrío	Пуэрто-Беррио	貝里奧港		بويرتو بيريو						Puerto Berrío	プエルト・ベリオ		Puerto Berrío		Puerto Berrío		Puerto Berrío	4	1159139981
3478	7	20	5	Populated place	Turbo			0	Turbo	0.0		0.0	0	Colombia	COL	Colombia	COL	Antioquia	CO		8.1003698923	-76.7399776629	0.0	0		50508	34007	0	8	7	3666570.0		Turbo	1	0	34007.0	34007.0	0.0	0.0	0.0	20.0	8.0	8.0	3.0	3.0	15.0	15.0	9.0	9.0	-76.74166667	-76.74166667	-76.70833333	-76.70833333	8.075	8.075	8.10833333	8.10833333	-76.725	8.0925	0	Turbo	P	PPL	2.0	50508.0	0.0	7.0	America/Bogota	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.7	Q727559	421173789.0	0	Turbo	Turbo	Turbo	Turbo	Turbo	Турбо	圖爾博								Turbo	トゥルボ		Turbo	Turbo	Turbo		Turbo	4	1159139985
3479	7	20	5	Admin-1 capital	Tunja			0	Tunja	0.0		0.0	0	Colombia	COL	Colombia	COL	Boyacá	CO		5.55044801729	-73.370028322	0.0	0		161412	117479	0	9	9	3666608.0		Tunja	1	0	161412.0	161412.0	0.0	0.0	0.0	20.0	26.0	26.0	10.0	10.0	31.0	31.0	19.0	19.0	-73.375	-73.375	-73.33333333	-73.33333333	5.5	5.5	5.575	5.575	-73.3563172	5.53508065	0	Tunja	P	PPLA	36.0	117479.0	0.0	2717.0	America/Bogota	GeoNames match general.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.7	Q236744	890444921.0	0	Tunja	Tunja	Tunja	Tunja	Tunja	Тунха	通哈		تونخا	তুঞ্জা	Τούνχα	तंजा		Tunja	Tunja	トゥンハ	퉁하	Tunja	Tunja	Tunja	Tunja	Tunja	4	1159139989
3480	7	20	5	Populated place	Chiquinquirá			0	Chiquinquira	0.0		0.0	0	Colombia	COL	Colombia	COL	Boyacá	CO		5.6203920684	-73.8199491798	0.0	0		53975	45294	53975	8	7	3686513.0		Chiquinquira	1	0	53975.0	53975.0	0.0	0.0	0.0	20.0	9.0	9.0	4.0	4.0	17.0	17.0	10.0	10.0	-73.83333333	-73.83333333	-73.8	-73.8	5.59166667	5.59166667	5.63333333	5.63333333	-73.81704545	5.6125	0	Chiquinquira	P	PPL	36.0	45294.0	0.0	2713.0	America/Bogota	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.7	Q951897	421169143.0	0	Chiquinquirá	Chiquinquirá	Chiquinquirá	Chiquinquirá	Chiquinquirá		奇金基拉		تشيكوينكويرا						Chiquinquirá			Chiquinquirá		Chiquinquirá		Chiquinquirá	4	1159139993
3481	7	20	5	Populated place	Duitama			0	Duitama	0.0		0.0	0	Colombia	COL	Colombia	COL	Boyacá	CO		5.83045676566	-73.0200496843	0.0	0		101156	92040	101156	9	8	3685084.0		Duitama	1	0	101156.0	101156.0	0.0	0.0	0.0	20.0	19.0	19.0	7.0	7.0	24.0	24.0	15.0	15.0	-73.05	-73.05	-73.0	-73.0	5.8	5.8	5.85	5.85	-73.02651515	5.82007576	0	Duitama	P	PPL	36.0	92040.0	0.0	2501.0	America/Bogota	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.7	Q1011125	421195667.0	0	Duitama	Duitama	Duitama	Duitama	Duitama	Дуитама	杜伊塔馬				Δουιτάμα				Duitama	ドゥイターマ		Duitama	Duitama	Duitama		Duitama	4	1159139999
3482	7	20	5	Populated place	Ayapel			0	Ayapel	0.0		0.0	0	Colombia	COL	Colombia	COL	Córdoba	CO		8.33040753065	-75.1500230323	0.0	0		23639	22602	23799	7	7	3689381.0		Ayapel	1	0	23639.0	23639.0	0.0	0.0	0.0	20.0	8.0	8.0	3.0	3.0	18.0	18.0	11.0	11.0	-75.16666667	-75.16666667	-75.13333333	-75.13333333	8.3	8.3	8.34166667	8.34166667	-75.14953704	8.32083333	0	Ayapel	P	PPL	12.0	22602.0	0.0	32.0	America/Bogota	GeoNames match with ascii name + lat + long whole numbers.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.7	Q2430087	421172791.0	0	Ayapel	Ayapel	Ayapel	Ayapel	Ayapel		阿亞佩爾		أيابيل						Ayapel			Ayapel		Ayapel		Ayapel	4	1159140003
3483	7	20	5	Populated place	Lorica			0	Lorica	0.0		0.0	0	Colombia	COL	Colombia	COL	Córdoba	CO		9.2418506052	-75.8160030535	0.0	0		52771	40605	52771	8	7	3676397.0		Lorica	1	0	52771.0	52771.0	0.0	0.0	0.0	20.0	20.0	20.0	8.0	8.0	31.0	31.0	19.0	19.0	-75.83333333	-75.83333333	-75.76666667	-75.76666667	9.20833333	9.20833333	9.25833333	9.25833333	-75.80520833	9.23645833	0	Lorica	P	PPL	12.0	40605.0	0.0	7.0	America/Bogota	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.7	Q775761	421172787.0	0	Santa Cruz de Lorica	Santa Cruz de Lorica	Santa Cruz de Lorica	Santa Cruz de Lorica	Santa Cruz de Lorica	Лорика	聖克魯斯德洛里卡								Santa Cruz de Lorica			Santa Cruz de Lorica				Santa Cruz de Lorica	4	1159140007
3484	7	20	5	Populated place	Socorro			0	Socorro	0.0		0.0	0	Colombia	COL	Colombia	COL	Santander	CO		6.46034079887	-73.2699827491	0.0	0		24895	17752	24895	7	6	3667887.0		Socorro2	1	0	24895.0	24895.0	0.0	0.0	0.0	20.0	5.0	5.0	2.0	2.0	11.0	11.0	7.0	7.0	-73.275	-73.275	-73.24166667	-73.24166667	6.45833333	6.45833333	6.475	6.475	-73.25833333	6.46666667	0	Socorro	P	PPL	26.0	17752.0	0.0	1277.0	America/Bogota	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.7	Q979980	421169131.0	0	Socorro	Socorro	El Socorro	Socorro	Socorro		索科羅		سوكورو، سانتاندر						Socorro	ソコーロ		Socorro		Socorro			4	1159140013
3485	7	20	5	Admin-1 capital	Riohacha			0	Riohacha	0.0		0.0	0	Colombia	COL	Colombia	COL	La Guajira	CO		11.5403407989	-72.9099788835	0.0	0		133186	92431	133186	9	8	3670745.0		Riohacha	1	0	133186.0	133186.0	0.0	0.0	0.0	20.0	23.0	23.0	9.0	9.0	29.0	29.0	18.0	18.0	-72.93333333	-72.93333333	-72.88333333	-72.88333333	11.49166667	11.49166667	11.55833333	11.55833333	-72.90892857	11.5327381	0	Riohacha	P	PPLA	17.0	92431.0	0.0	5.0	America/Bogota	GeoNames match general.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.7	Q826566	1141907583.0	0	Riohacha	Riohacha	Riohacha	Riohacha	Riohacha	Риоача	里奧阿查		ريوهاتشا	রিওহাকা	Ριοχάτσα	रियोहाचा		Riohacha	Riohacha	リオアチャ	리오아차	Riohacha	Ríohacha	Riohacha	Riohacha	Riohacha	4	1159140019
3486	7	20	6	Admin-1 capital	Cienfuegos			0	Cienfuegos	0.0		0.0	0	Cuba	CUB	Cuba	CUB	Cienfuegos	CU		22.144448058	-80.4402944353	1.0	0	Changed scale rank.	186644	106455	106455	9	9	3564124.0		Cienfuegos	1	0	106455.0	0.0	0.0	0.0	0.0	10.0	29.0	29.0	11.0	11.0	38.0	38.0	23.0	23.0	-80.46666667	-80.46666667	-80.38333333	-80.38333333	22.125	22.125	22.18333333	22.18333333	-80.43101852	22.15625	0	Cienfuegos	P	PPL	8.0	186644.0	0.0	22.0	America/Havana	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.7	Q190005	1141907585.0	0	Cienfuegos	Cienfuegos	Cienfuegos	Cienfuegos	Cienfuegos	Сьенфуэгос	西恩富戈斯		سينفويغوس	সিয়েনফিউগস	Σιενφουέγος	सिएनफ्यूगोस	Cienfuegos	Cienfuegos	Cienfuegos	シエンフエーゴス	시엔푸에고스	Cienfuegos	Cienfuegos	Cienfuegos	Cienfuegos	Cienfuegos	4	1159140023
3487	7	20	6	Admin-1 capital	Nueva Gerona			0	Nueva Gerona	0.0		0.0	0	Cuba	CUB	Cuba	CUB	Isla de la Juventud	CU		21.8837146189	-82.7999953631	0.0	0		25566	20264	25566	7	7	3545867.0		Nueva Gerona	1	0	25566.0	25566.0	0.0	0.0	0.0	20.0	10.0	10.0	4.0	4.0	18.0	18.0	11.0	11.0	-82.83333333	-82.83333333	-82.79166667	-82.79166667	21.86666667	21.86666667	21.90833333	21.90833333	-82.80865385	21.88942308	0	Nueva Gerona	P	PPL	4.0	20264.0	0.0	18.0	America/Havana	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.7	Q833946	890442087.0	0	Nueva Gerona	Nueva Gerona	Nueva Gerona	Nueva Gerona	Nueva Gerona	Нуэва-Херона	新赫羅納		نويفا جيرونا	নোয়েভা জেরুনা	Νουέβα Τζερόνα	नुएवा जेरोना		Nueva Gerona	Nueva Gerona	ヌエバ・ヘローナ	누에바헤로나	Nueva Gerona	Nueva Gerona	Nueva Gerona	Nueva Gerona	Nueva Gerona	4	1159140027
3488	7	20	6	Admin-1 capital	Sancti Spíritus			0	Sancti Spiritus	0.0		0.0	0	Cuba	CUB	Cuba	CUB	Sancti Spíritus	CU		21.9301458933	-79.4425000424	0.0	0		127069	76352	76352	9	8	3540667.0		Sancti Spiritus	1	0	76352.0	76352.0	0.0	0.0	0.0	20.0	19.0	19.0	7.0	7.0	27.0	27.0	17.0	17.0	-79.46666667	-79.46666667	-79.41666667	-79.41666667	21.9	21.9	21.96666667	21.96666667	-79.44166667	21.93055556	0	Sancti Spiritus	P	PPL	14.0	127069.0	0.0	55.0	America/Havana	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.7	Q845720	1141907587.0	0	Sancti Spíritus	Sancti Spíritus	Sancti Spíritus	Sancti Spíritus	Sancti Spíritus	Санкти-Спиритус	圣斯皮里图斯		سانكتي سبريتوس	সানঙ্কটি স্পিরিতাস	Σάνκτι Σπίριτους	सैंक्टी स्पिरिटस	Sancti Spíritus	Sancti Spíritus	Sancti Spíritus	サンクティ・スピリトゥス	상크티스피리투스	Sancti Spíritus	Sancti Spíritus	Municipio de Sancti Spíritus	Sancti Spíritus	Sancti Spíritus	4	1159140031
3489	7	20	8	Populated place	Sixaola			0	Sixaola	0.0		0.0	0	Costa Rica	CRI	Costa Rica	CRI	Limón	CR		9.52038657525	-82.6199805112	0.0	0		1823	477	0	3	2	3621430.0		Sixaola	1	0	477.0	477.0	0.0	0.0	0.0	20.0	2.0	2.0	1.0	1.0	7.0	7.0	5.0	5.0	-82.625	-82.625	-82.60833359	-82.60833333	9.51666667	9.51666832	9.53333333	9.53333473	-82.61666721	9.525000765	0	Sixaola	P	PPL	6.0	1823.0	0.0	6.0	America/Costa_Rica	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.7	Q1759580	421192731.0	0	Sixaola		Sixaola												Sixaola			Sixaola		Sixaola			4	1159140037
3490	7	20	8	Admin-1 capital	Puntarenas			0	Puntarenas	0.0		0.0	0	Costa Rica	CRI	Costa Rica	CRI	Puntarenas	CR		9.97016409789	-84.8335895369	0.0	0		57102	35650	58850	8	7	3622228.0		Puntarenas	1	0	57102.0	57102.0	0.0	0.0	0.0	20.0	29.0	29.0	11.0	11.0	44.0	44.0	27.0	27.0	-84.85	-84.85	-84.70833333	-84.70833333	9.95833333	9.95833333	10.0	10.0	-84.76678571	9.97988095	0	Puntarenas	P	PPL	7.0	35650.0	0.0	1.0	America/Costa_Rica	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.7	Q30687	421169095.0	0	Puntarenas	Puntarenas	Puntarenas	Puntarenas	Puntarenas	Пунтаренас	蓬塔雷納斯		بونتاريناس	পোন্টারেনাস	Πουνταρένας	पुन्टारेनास	Puntarenas	Puntarenas	Puntarenas	プンタレナス	푼타레나스	Puntarenas	Puntarenas	Puntarenas	Puntarenas	Puntarenas	4	1159140041
