cat	SCALERANK	NATSCALE	LABELRANK	FEATURECLA	NAME	NAMEPAR	NAMEALT	DIFFASCII	NAMEASCII	ADM0CAP	CAPIN	WORLDCITY	MEGACITY	SOV0NAME	SOV_A3	ADM0NAME	ADM0_A3	ADM1NAME	ISO_A2	NOTE	LATITUDE	LONGITUDE	CHANGED	NAMEDIFF	DIFFNOTE	POP_MAX	POP_MIN	POP_OTHER	RANK_MAX	RANK_MIN	GEONAMEID	MEGANAME	LS_NAME	LS_MATCH	CHECKME	MAX_POP10	MAX_POP20	MAX_POP50	MAX_POP300	MAX_POP310	MAX_NATSCA	MIN_AREAKM	MAX_AREAKM	MIN_AREAMI	MAX_AREAMI	MIN_PERKM	MAX_PERKM	MIN_PERMI	MAX_PERMI	MIN_BBXMIN	MAX_BBXMIN	MIN_BBXMAX	MAX_BBXMAX	MIN_BBYMIN	MAX_BBYMIN	MIN_BBYMAX	MAX_BBYMAX	MEAN_BBXC	MEAN_BBYC	COMPARE	GN_ASCII	FEATURE_CL	FEATURE_CO	ADMIN1_COD	GN_POP	ELEVATION	GTOPO30	TIMEZONE	GEONAMESNO	UN_FID	UN_ADM0	UN_LAT	UN_LONG	POP1950	POP1955	POP1960	POP1965	POP1970	POP1975	POP1980	POP1985	POP1990	POP1995	POP2000	POP2005	POP2010	POP2015	POP2020	POP2025	POP2050	CITYALT	min_zoom	wikidataid	wof_id	CAPALT	name_en	name_de	name_es	name_fr	name_pt	name_ru	name_zh	label	name_ar	name_bn	name_el	name_hi	name_hu	name_id	name_it	name_ja	name_ko	name_nl	name_pl	name_sv	name_tr	name_vi	wdid_score	ne_id
1	10	1	8	Admin-1 capital	Colonia del Sacramento			0	Colonia del Sacramento	0.0		0.0	0	Uruguay	URY	Uruguay	URY	Colonia	UY		-34.4799990054	-57.8400024734	4.0	1	Added missing admin-1 capital. Population from GeoNames.	21714	21714	0	7	7	3443013.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Colonia del Sacramento	P	PPL	4.0	21714.0	0.0	28.0	America/Montevideo	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		9.0	Q56064	421199749.0	0	Colonia del Sacramento	Colonia del Sacramento	Colonia del Sacramento	Colonia del Sacramento	Colónia do Sacramento	Колония-дель-Сакраменто	科洛尼亞德爾薩克拉門托			কোলোনিয়া দেল সাক্রামেন্তো	Κολόνια ντελ Σακραμέντο		Colonia del Sacramento		Colonia del Sacramento	コロニア・デル・サクラメント	콜로니아델사크라멘토	Colonia del Sacramento	Colonia del Sacramento	Colonia del Sacramento	Colonia del Sacramento	Colonia del Sacramento	4	1159112629
2	10	1	8	Admin-1 capital	Trinidad			0	Trinidad	0.0		0.0	0	Uruguay	URY	Uruguay	URY	Flores	UY		-33.5439989374	-56.9009965602	4.0	1	Added missing admin-1 capital. Population from GeoNames.	21093	21093	0	7	7	3439749.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Trinidad	P	PPL	6.0	21093.0	0.0	134.0	America/Montevideo	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		9.0	Q862508	890444639.0	0	Trinidad	Trinidad	Trinidad	Trinidad	Trinidad	Тринидад	特立尼達		ترينيداد، أوروغواي	ত্রিনিদাদ	Τρινιντάντ	त्रिनिडाड		Trinidad	Trinidad	トリニダ	트리니다드	Trinidad	Trinidad	Trinidad	Trinidad	Trinidad	4	1159112647
3	10	1	8	Admin-1 capital	Fray Bentos			0	Fray Bentos	0.0		0.0	0	Uruguay	URY	Uruguay	URY	Río Negro	UY		-33.1389990288	-58.3039974719	4.0	1	Added missing admin-1 capital. Population from GeoNames.	23279	23279	0	7	7	3442568.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Fray Bentos	P	PPL	12.0	23279.0	0.0	43.0	America/Montevideo	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		9.0	Q849835	890451703.0	0	Fray Bentos	Fray Bentos	Fray Bentos	Fray Bentos	Fray Bentos	Фрай-Бентос	弗賴本托斯		فراي بنتوس	ফ্রায় বেন্তোস	Φρέι Μπέντος	फ्राई बैन्टोस		Fray Bentos	Fray Bentos	フライ・ベントス	프라이벤토스	Fray Bentos	Fray Bentos	Fray Bentos	Fray Bentos	Fray Bentos	4	1159112663
4	10	1	8	Admin-1 capital	Canelones			0	Canelones	0.0		0.0	0	Uruguay	URY	Uruguay	URY	Canelones	UY		-34.5380040067	-56.2840014932	4.0	1	Added missing admin-1 capital. Population from GeoNames.	19698	19698	0	6	6	3443413.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Canelones	P	PPL	2.0	19698.0	0.0	29.0	America/Montevideo	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		9.0	Q841342	890444649.0	0	Canelones	Canelones	Canelones	Canelones	Canelones	Канелонес	卡內洛內斯		كانلونيس	কানেলোন্স	Κανελόνες	कैनेलोन्स		Canelones	Canelones	カネローネス	카넬로네스	Canelones	Canelones	Canelones	Canelones	Canelones	4	1159112679
5	10	1	8	Admin-1 capital	Florida			0	Florida	0.0		0.0	0	Uruguay	URY	Uruguay	URY	Florida	UY		-34.0990020052	-56.214998448	4.0	1	Added missing admin-1 capital. Population from GeoNames.	32234	32234	0	7	7	3442585.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Florida	P	PPL	7.0	32234.0	0.0	74.0	America/Montevideo	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		7.0	Q842472	890431207.0	0	Florida	Florida	Florida	Florida	Florida	Флорида	佛羅里達		فلوريدا، أوروغواي	ফ্লোরেিডা	Φλορίδα	फ्लोरिडा		Florida	Florida	フロリダ	플로리다	Florida	Florida	Florida	Flordia	Florida	4	1159112703
6	10	1	8	Admin-1 capital	Bassar			0	Bassar	0.0		0.0	0	Togo	TGO	Togo	TGO	Kara	TG		9.26100006832	0.78900357378	4.0	1	Added missing admin-1 capital. Population from GeoNames.	61845	61845	0	8	8	2367568.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Bassar	P	PPL	5.0	61845.0	0.0	463.0	Africa/Lome	GeoNames match with ascii name + lat + long whole numbers.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		9.0	Q810474	421176889.0	0	Bassar	Bassar		Bassar	Bassar	Басар	巴萨		باسار				Bassar		Bassar			Bassar	Bassar				4	1159112719
7	10	1	8	Admin-1 capital	Sotouboua			0	Sotouboua	0.0		0.0	0	Togo	TGO	Togo	TGO	Centre	TG		8.55700213306	0.98499646233	4.0	1	Added missing admin-1 capital. Population from GeoNames.	21054	21054	0	7	7	2364079.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Sotouboua	P	PPL	22.0	21054.0	0.0	374.0	Africa/Lome	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		7.0	Q1120978	421191659.0	0	Sotouboua			Sotouboua	Sotouboua		索圖布阿		سوتاوبوا						Sotouboua			Sotouboua					4	1159112735
8	10	1	7	Admin-1 capital	Medenine			0	Medenine	0.0		0.0	0	Tunisia	TUN	Tunisia	TUN	MUdenine	TN		33.3999990025	10.4166995576	4.0	1	Added missing admin-1 capital.	61705	61705	0	8	8	-1.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0				0.0	0.0	0.0	0.0		No GeoNames match due to small population, not in GeoNames, or poor NEV placement.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		6.1	Q846653	1141905989.0	0	Medenine	Medenine	Médenine	Médenine	Médenine	Меденин	梅德寧		مدنين		Μαντανίγιν				Medenina	メドニン	메드닌	Médenine	Madanin		Medenin		4	1159112749
9	10	1	7	Admin-1 capital	Kebili			0	Kebili	0.0		0.0	0	Tunisia	TUN	Tunisia	TUN	Kebili	TN		33.6899970349	8.9710025379	4.0	1	Added missing admin-1 capital. Population from GeoNames.	19875	19875	0	6	6	2468018.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Kebili	P	PPL	31.0	19875.0	0.0	49.0	Africa/Tunis	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		9.0	Q27157	421201981.0	0	Kebili	Kebili		Kébili	Kebili		吉比利		ڨبلي		Κιμπιλί				Kébili		케빌리	Kébili	Kibili		Kabili		4	1159112765
10	10	1	7	Admin-1 capital	Tataouine			0	Tataouine	0.0		0.0	0	Tunisia	TUN	Tunisia	TUN	Tataouine	TN		33.0000031543	10.4667035894	4.0	1	Added missing admin-1 capital. Population from GeoNames.	62577	62577	0	8	8	2464701.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Tataouine	P	PPL	34.0	62577.0	0.0	247.0	Africa/Tunis	GeoNames match with ascii name + lat + long whole numbers.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		9.0	Q817149	421178871.0	0	Tataouine	Tataouine		Tataouine	Tataouine	Татавин	泰塔溫		تطاوين				Tataouine		Tataouine	タタウイヌ	타타우인	Tataouine	Tatawin	Tataouine	Tatavin		4	1159112779
11	10	1	7	Admin-1 capital	L'Ariana			0	L'Ariana	0.0		0.0	0	Tunisia	TUN	Tunisia	TUN	Manubah	TN		36.8666731534	10.1999975475	4.0	1	Added missing admin-1 capital.	97687	97687	0	8	8	2473247.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0				0.0	0.0	0.0	0.0			0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		8.0	Q627487	1141905991.0	0	Aryanah	Ariana	Ariana	Ariana	Ariana	Арьяна	艾尔亚奈		أريانة	আরিয়া	Αρυάνα	आर्यणाह		Aryanah	Ariana	アリアナ	아리아나	Ariana	Arjana	Ariana	Aryana	Aryanah	4	1159112795
12	10	1	7	Admin-1 capital	Jendouba			0	Jendouba	0.0		0.0	0	Tunisia	TUN	Tunisia	TUN	Jendouba	TN		36.5000040594	8.74999861458	4.0	1	Added missing admin-1 capital. Population from GeoNames.	51408	51408	0	8	8	2470088.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Jendouba	P	PPL	6.0	51408.0	0.0	141.0	Africa/Tunis	GeoNames match with ascii name + lat + long whole numbers.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		9.0	Q27064	1141905993.0	0	Jendouba	Jendouba		Jendouba	Jendouba	Джендуба	堅杜拜		جندوبة						Jendouba	ジェンドゥーバ	젠두바	Jendouba			Cendube		4	1159112811
13	10	1	7	Admin-1 capital	Kasserine			0	Kasserine	0.0		0.0	0	Tunisia	TUN	Tunisia	TUN	Kasssrine	TN		35.2167031048	8.71669850332	4.0	1	Added missing admin-1 capital.	76243	76243	0	8	8	-1.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0				0.0	0.0	0.0	0.0		No GeoNames match due to small population, not in GeoNames, or poor NEV placement.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		9.0	Q852735	1141905995.0	0	Kasserine	Kasserine		Kasserine	Kasserine		卡塞林		القصرين		Αλ Κασράυν				Kasserine	カスリーヌ	카세린	Kasserine	Al-Kasrajn	Kasserine	Kassarin		4	1159112827
14	10	1	7	Admin-1 capital	Sdid Bouzid			0	Sdid Bouzid	0.0		0.0	0	Tunisia	TUN	Tunisia	TUN	Sidi Bou Zid	TN		35.0166960791	9.50000448226	4.0	1	Added missing admin-1 capital. Population from GeoNames.	42098	42098	0	7	7	2465840.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Sidi Bouzid	P	PPL	33.0	42098.0	0.0	313.0	Africa/Tunis	GeoNames spatial join with similar names only.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		7.0	Q692716	421169019.0	0	Sidi Bouzid	Sidi Bouzid	Sidi Bouzid	Sidi Bouzid	Sidi Bouzid	Сиди-Бузид	西迪布濟德		سيدي بوزيد		Σίντι Μπου Ζαΰντ		Szidi Bú Zid		Sidi Bouzid	シディ・ブジド	시디부지드	Sidi Bouzid	Sidi Bu Zajd		Sidi Bu Zeyd	Sidi Bouzid	4	1159112843
15	10	1	7	Admin-1 capital	Siliana			0	Siliana	0.0		0.0	0	Tunisia	TUN	Tunisia	TUN	Siliana	TN		36.0833041252	9.38330159966	4.0	1	Added missing admin-1 capital. Population from GeoNames.	26960	26960	0	7	7	2465030.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Siliana	P	PPL	22.0	26960.0	0.0	420.0	Africa/Tunis	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		9.0	Q27216	421169017.0	0	Siliana	Siliana		Siliana	Siliana	Сильяна	錫勒亞奈		سليانة		Σιλγιάνα				Siliana		실리아나	Siliana	Siljana		Silyana		4	1159112859
16	10	1	7	Admin-1 capital	Mahdia			0	Mahdia	0.0		0.0	0	Tunisia	TUN	Tunisia	TUN	Mahdia	TN		35.4839130445	11.0408766153	4.0	1	Added missing admin-1 capital.	45977	45977	0	7	7	-1.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0				0.0	0.0	0.0	0.0			0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		8.0	Q466054	1141905997.0	0	Mahdia	Mahdia	Mahdia	Mahdia	Mahdia	Махдия	马赫迪耶		المهدية	মাদিয়া	Αλ Μαντίγια	मेहदिया		Mahdia	Mahdia	マーディア	마디아	Mahdia	Al-Mahdija	Mahdia	Mehdiye	Mahdia	4	1159112873
17	10	1	7	Admin-1 capital	Monastir			0	Monastir	0.0		0.0	0	Tunisia	TUN	Tunisia	TUN	Monastir	TN		35.7307021352	10.7672945619	4.0	1	Added missing admin-1 capital.	71546	41400	0	8	7	2473493.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0				0.0	0.0	0.0	0.0			0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		7.0	Q208715	1141905999.0	0	Monastir	Monastir	Monastir	Monastir	Monastir	Монастир	莫纳斯提尔		المنستير	মোনাস্তির	Μοναστίρ	मोनास्टिर	Monasztir	Monastir	Monastir	モナスティル	모나스티르	Monastir	Monastyr	Monastir	Munastır	Monastir	4	1159112893
18	10	1	7	Admin-1 capital	Zaghouan			0	Zaghouan	0.0		0.0	0	Tunisia	TUN	Tunisia	TUN	Zaghouan	TN		36.3999961613	10.1469966066	4.0	1	Added missing admin-1 capital. Population from GeoNames.	16911	16911	0	6	6	2464041.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Zaghouan	P	PPL	37.0	16911.0	0.0	198.0	Africa/Tunis	GeoNames match with ascii name + lat + long whole numbers.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		9.0	Q12912434	421187053.0	0	Zaghouan	Zaghouan	Zaghouan	Zaghouan	Zaghouan		宰格萬		زغوان		Ζαγκουάν				Zaghouan		자구완	Zaghouan	Zaghwan		Zağvan		4	1159112913
19	10	1	5	Admin-1 capital	Tây Ninh			0	Tay Ninh	0.0		0.0	0	Vietnam	VNM	Vietnam	VNM	Tây Ninh	VN		11.3229991094	106.146999683	4.0	1	Added missing admin-1 capital. Population from GeoNames.	126370	126370	0	9	9	1566559.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Tay Ninh	P	PPLA	33.0	0.0	0.0	20.0	Asia/Ho_Chi_Minh	GeoNames match general.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		8.0	Q130391	890441781.0	0	Tay Ninh City	Tây Ninh	Tay Ninh	Tây Ninh	Tay Ninh	Тэйнинь	西寧		شينينغ	তায় নিন	Τάι Νινχ	तै निन्ह	Tây Ninh	Tây Ninh	Tay Ninh	タイニン	떠이닌	Tây Ninh	Tây Ninh	Tay Ninh	Tay Ninh	Thành phố Tây Ninh	4	1159112935
20	10	1	5	Admin-1 capital	Luan Chau			0	Luan Chau	0.0		0.0	0	Vietnam	VNM	Vietnam	VNM	Vi?n Bi	VN		21.7400039919	103.34300468	4.0	1	Added missing admin-1 capital.	7335	7335	0	5	5	-1.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0				0.0	0.0	0.0	0.0		No GeoNames match due to small population, not in GeoNames, or poor NEV placement.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		8.0		1141906001.0	0																							0	1159112955
21	10	1	5	Admin-1 capital	Bắc Kạn			0	Bac Kan	0.0		0.0	0	Vietnam	VNM	Vietnam	VNM	Ðông B?c	VN		22.1333333	105.8333333	4.0	0	Added missing admin-1 capital round B. Population from GeoNames.	29227	29227	0	7	7	1591538.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Bac Kan	P	PPLA	72.0	0.0	0.0	222.0	Asia/Ho_Chi_Minh	GeoNames match general.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		9.0	Q75700	890431205.0	0	Bắc Kạn				Bac Kan	Баккан	北𣴓		باك كان	বাক কান	Μπακ Καν	बैक कान		Bắc Kạn	Bắc Kạn	バックカン	박깐	Bắc Kạn	Bắc Kạn	Bac Kan	Bắc Kạn	Bắc Kạn	4	1159112975
22	10	1	5	Admin-1 capital	Lạng Sơn			0	Lang Son	0.0		0.0	0	Vietnam	VNM	Vietnam	VNM	L?ng Son	VN		21.845997103	106.757001576	4.0	1	Added missing admin-1 capital. Population from GeoNames.	148000	148000	0	9	9	1576633.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Lang Son	P	PPLA	39.0	0.0	0.0	303.0	Asia/Ho_Chi_Minh	GeoNames match general.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		9.0	Q33383	421168903.0	0	Lạng Sơn	Lạng Sơn	Lang Son	Lạng Sơn	Lang Son	Лангшон	谅山		لانج سون	লাং সন	Λανγκ Σόν	लैंग सोन		Lạng Sơn	Lạng Sơn	ランソン市	랑선	Lạng Sơn	Lạng Sơn	Lang Son	Lang Son	Lạng Sơn	4	1159112987
23	10	1	5	Admin-1 capital	Sơn La			0	Son La	0.0		0.0	0	Vietnam	VNM	Vietnam	VNM	Son La	VN		21.3280021387	103.910004651	4.0	1	Added missing admin-1 capital. Population from GeoNames.	19054	19054	0	6	6	1567681.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Son La	P	PPLA	32.0	19054.0	0.0	673.0	Asia/Ho_Chi_Minh	GeoNames match general.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		8.0	Q33415	890435359.0	0	Sơn La	Sơn La	Sơn La	Sơn La	Sơn La	Шонла	山羅		سون لا	সো'ন লা	Σον Λα	सोनला		Sơn La	Sơn La	ソンラ	선라	Sơn La	Sơn La	Son La	Son La	Sơn La	4	1159113001
24	10	1	5	Admin-1 capital	Tuyên Quang			0	Tuyen Quang	0.0		0.0	0	Vietnam	VNM	Vietnam	VNM	Tuyên Quang	VN		21.8179980953	105.210999615	4.0	1	Added missing admin-1 capital. Population from GeoNames.	36430	36430	0	7	7	1563287.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Tuyen Quang	P	PPLA	68.0	36430.0	0.0	30.0	Asia/Ho_Chi_Minh	GeoNames match general.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		9.0	Q33389	890438559.0	0	Tuyên Quang	Tuyen Quang	Tuyên Quang	Tuyên Quang	Tuyen Quang	Туенкуанг	宣光		توين كوانج	তুয়েন কুয়াং	Τουγιέν Κουάνγκ	टुयेन क़ुअंग		Tuyên Quang	Tuyen Quang	トゥエンクアン	뚜옌꽝	Tuyên Quang	Tuyên Quang	Tuyen Quang	Tuyen Quang	Tuyên Quang	4	1159113019
25	10	1	5	Admin-1 capital	Yên Bái			0	Yen Bai	0.0		0.0	0	Vietnam	VNM	Vietnam	VNM	Yên Bái	VN		21.7050030395	104.875002586	4.0	1	Added missing admin-1 capital. Population from GeoNames.	96540	96540	0	8	8	1560349.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Yen Bai	P	PPLA	70.0	96540.0	0.0	46.0	Asia/Ho_Chi_Minh	GeoNames match general.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		8.0	Q26019	421203841.0	0	Yên Bái	Yên Bái	Yên Bái	Yên Bái	Yen Bai	Йенбай	安沛		ين باي	ইয়েন বাই	Γεν Μπάι	येन बाई		Yên Bái	Yên Bái	イエンバイ	옌바이	Yên Bái	Yên Bái	Yen Bai	Ten Bai	Yên Bái	4	1159113041
26	10	1	5	Admin-1 capital	Hai Duong			0	Hai Duong	0.0		0.0	0	Vietnam	VNM	Vietnam	VNM	H?i Duong	VN		20.9420010782	106.331004604	4.0	1	Added missing admin-1 capital. Population from GeoNames.	58030	58030	0	8	8	1581326.0			0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Hai Duong	P	PPLA	79.0	58030.0	0.0	1.0	Asia/Ho_Chi_Minh	GeoNames match general.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		9.0	Q36354	421197241.0	0	Hai Duong	Hải Dương		Hai Duong		Хайзыонг	海陽		هاي دونج	হাই দু'ও'নং	Χάι Ντουόνγκ	हाई दुयोंग		Hải Dương	Hải Dương	ハイズオン	하이즈엉	Hải Dương	Hải Dương	Hai Duong	Hai Duong	Hải Dương	4	1159113057
